id,title,doi,authors,year,journal,abstract,url,source
A779,The marginal impacts of energy prices on carbon price variations: Evidence from a quantile-on-quantile approach,https://doi.org/10.1016/j.eneco.2021.105131,Kun Duan; Xiaohang Ren; Yukun Shi; Tapas Mishra; Cheng Yan,2021.0,,No abstract available,https://openalex.org/W3124355869,openalex
A780,"Contingent reward transactional leadership, work attitudes, and organizational citizenship behavior: The role of procedural justice climate perceptions and strength",https://doi.org/10.1016/j.leaqua.2008.03.004,Fred O. Walumbwa; Cindy Wu; Bani Orwa,2008.0,,No abstract available,https://openalex.org/W2014034185,openalex
A781,"Drying Climates and Gendered Suffering: Links Between Drought, Food Insecurity, and Women’s HIV in Less-Developed Countries",https://doi.org/10.1007/s11205-020-02562-x,Kelly F. Austin; Mark Noble; Virginia Kuulei Berndt,2020.0,,No abstract available,https://openalex.org/W3107448571,openalex
A782,Climate change increases resource-constrained international immobility,https://doi.org/10.1038/s41558-022-01401-w,Hélène Benveniste; Michael Oppenheimer; Marc Fleurbaey,2022.0,,No abstract available,https://openalex.org/W4284671082,openalex
A783,"Investigating the causal relationship between non-renewable and renewable energy consumption, CO 2 emissions and economic growth in Thailand 1 1This is a preliminary work. Please do not quote or cite without permission of the authors.",https://doi.org/10.1016/j.egypro.2017.10.141,Phatchapa Boontome; Apichit Therdyothin; Jaruwan Chontanawat,2017.0,,"This study investigates the causal relationships between non-renewable and renewable energy consumption, CO2 emissions and economic growth in Thailand over the period of 1971-2013 using the cointegration and causality model. Our results confirm the existence of cointegration among the variables. The causality relationship is found that there is a unidirectional causality running from non-renewable energy consumption to CO2 emissions. These results suggest that non-renewable energy consumption can induce CO2 emissions increase. In addition, Thailand is carbon emissions dependent on energy consumption for its rapid economic growth, causing considerable CO2 emissions. This suggests that Thailand should make more effort to develop energy-efficient technologies and renewable energy sources to achieve green growth based on lower CO2 emissions.",https://openalex.org/W2769394254,openalex
A784,"Natural disasters, social protection, and risk perceptions",https://doi.org/10.1016/j.worlddev.2017.12.002,Philip H. Brown; Adam Daigneault; Emilia Tjernström; Wenbo Zou,2017.0,,No abstract available,https://openalex.org/W2777058480,openalex
A785,The Relationship between Growth-Inequality-Poverty Triangle and Environmental Degradation: Unveiling the Reality,https://doi.org/10.1016/j.aebj.2014.05.007,Syeda Anam Hassan; Khalid Zaman; Shah Gul,2015.0,,"It is important to recognize that increase in well-being is no longer dependent on further economic growth, but on economic and social well-being, which means that the decline in carbon dioxide emission without reducing real wellbeing and growth. The aim of this study is to investigate the main driving forces affecting short and long-run carbon emissions pattern due to changes in growth, inequality and poverty triangle in Pakistan over the period 1980 – 2011 by using multivariate cointegration approach. This study uses five different models i.e., each model have an important policy implication in the context of Pakistan. The results indicate that, on the short run, there is a significant negative relationship between economic growth & carbon emissions and economic growth & poverty while there is a positive relationship between i) economic growth & income inequality; and ii) poverty & income inequality. On the long-run, there is a significant positive relationship between GDP & income inequality, carbon dioxide emissions & income inequality, and poverty & income inequality in Pakistan. On the other side, there is a negative relationship between carbon emissions & economic growth, carbon emissions & income inequality, and economic growth & income inequality. The results of environmental Kuznets curve (EKC) hypothesis show an inverted U-shaped trajectory in relation to economic growth in Pakistan. This study contributes to the debate on the existence and policy relevance of the EKC for Pakistan. The conclusion ensures the sustainability of an urgent need to look beyond the EKC by adopting courageous policy measures of environmental preservation in Pakistan irrespective of the country's level of income. For reduction of CO2 emission, environmental progressive management policies, economic transport system regulations, and low emit fuel consumption by industries are the need of the world.",https://openalex.org/W278528148,openalex
A786,The Perception and Valuation of the Risks of Climate Change: A Rational and Behavioral Blend,https://doi.org/10.1007/s10584-006-9075-9,W. Kip Viscusi; Richard Zeckhauser,2006.0,,No abstract available,https://openalex.org/W3121951232,openalex
A787,Sensitivity of gross primary productivity to climatic drivers during the summer drought of 2018 in Europe,https://doi.org/10.1098/rstb.2019.0747,Zheng Fu; Philippe Ciais; Ana Bastos; Paul C. Stoy; Hui Yang; Julia K. Green; Bingxue Wang; Kailiang Yu; Yuanyuan Huang; Alexander Knohl; Ladislav Šigut; Mana Gharun; Matthias Cuntz; Nicola Arriga; Marilyn Roland; Matthias Peichl; Mirco Migliavacca; Edoardo Cremonese; Andrej Varlagin; Christian Brümmer; Louis Gourlez de la Motte; Silvano Fares; Nina Buchmann; Tarek S. El‐Madany; Andrea Pitacco; Nadia Vendrame; Zhaolei Li; Caroline Vincke; Enzo Magliulo; Franziska Koebsch,2020.0,,"In summer 2018, Europe experienced a record drought, but it remains unknown how the drought affected ecosystem carbon dynamics. Using observations from 34 eddy covariance sites in different biomes across Europe, we studied the sensitivity of gross primary productivity (GPP) to environmental drivers during the summer drought of 2018 versus the reference summer of 2016. We found a greater drought-induced decline of summer GPP in grasslands (-38%) than in forests (-10%), which coincided with reduced evapotranspiration and soil water content (SWC). As compared to the 'normal year' of 2016, GPP in different ecosystems exhibited more negative sensitivity to summer air temperature (Ta) but stronger positive sensitivity to SWC during summer drought in 2018, that is, a stronger reduction of GPP with soil moisture deficit. We found larger negative effects of Ta and vapour pressure deficit (VPD) but a lower positive effect of photosynthetic photon flux density on GPP in 2018 compared to 2016, which contributed to reduced summer GPP in 2018. Our results demonstrate that high temperature-induced increases in VPD and decreases in SWC aggravated drought impacts on GPP. This article is part of the theme issue 'Impacts of the 2018 severe drought and heatwave in Europe: from site to continental scale'.",https://openalex.org/W3083274454,openalex
A788,Drivers of exceptionally cold North Atlantic Ocean temperatures and their link to the 2015 European heat wave,https://doi.org/10.1088/1748-9326/11/7/074004,Aurélie Duchez; Eleanor Frajka‐Williams; Simon A. Josey; D. Gareth Evans; Jeremy P. Grist; Robert Marsh; Gerard McCarthy; Bablu Sinha; David I. Berry; Joël Hirschi,2016.0,,"The North Atlantic and Europe experienced two extreme climate events in 2015: exceptionally cold ocean surface temperatures and a summer heat wave ranked in the top ten over the past 65 years. Here, we show that the cold ocean temperatures were the most extreme in the modern record over much of the mid-high latitude North-East Atlantic. Further, by considering surface heat loss, ocean heat content and wind driven upwelling we explain for the first time the genesis of this cold ocean anomaly. We find that it is primarily due to extreme ocean heat loss driven by atmospheric circulation changes in the preceding two winters combined with the re-emergence of cold ocean water masses. Furthermore, we reveal that a similar cold Atlantic anomaly was also present prior to the most extreme European heat waves since the 1980s indicating that it is a common factor in the development of these events. For the specific case of 2015, we show that the ocean anomaly is linked to a stationary position of the Jet Stream that favours the development of high surface temperatures over Central Europe during the heat wave. Our study calls for an urgent assessment of the impact of ocean drivers on major European summer temperature extremes in order to provide better advance warning measures of these high societal impact events.",https://openalex.org/W2473336205,openalex
A789,Dynamics of Large Herbivores in Deserts: Kangaroos and Caribou,https://doi.org/10.2307/3545094,Graeme Caughley; Anne Gunn,1993.0,,"The dynamics of desert plant-herbivore systems are similar whether the deserts are hot or cold, an assertion we support with information on the dynamics of red kangaroos and caribou. The essence of these systems is structural simplicity combined with high year-to-year variation in weather. We argue that such conditions simplify study of the mechanisms underlying changes in rate of increase of herbivores. Except where the herbivore is intrinsically regulated by spacing behaviour, the systems are best summarised by the functional and numerical responses of the herbivores to available forage, coupled with the growth response of the plants. A graphing of rate of increase against density provides little insight even though these systems are density-dependent in the formal sense. We show that long-term aperiodic fluctuations characteristic of such systems are, at least for kangaroos, a mathematical consequence of unpredictable short-term fluctuations in weather. Even when the weather has no time trend there will be marked trends in numbers of herbivores, either up or down, on a time scale of one or two decades. Such trends are intrinsic to the system and do not necessarily reflect special and persistent causes. Similar fluctuations of caribou numbers may be, at least in part, of similar origin.",https://openalex.org/W2033630826,openalex
A790,Public Opinion and Internationalized Governance,https://doi.org/10.1093/019829476x.001.0001,Oskar Niedermayer; Richard Sinnott,1998.0,,"Abstract The way in which the citizens of Western Europe are governed is no longer decided on a purely national level. This book is the second in the ‘Beliefs in government’ series, and systematically explores the attitudes of European publics to this internationalization of governance, and examines trends and sources of support for European integration. Are positive attitudes due to hand‐outs from Brussels, or the economic benefits of the single market? What are the roles of class, education, and leadership? Does a European identity and a basic level of intra‐European trust exist? How do problems of subsidiarity and of democratic deficit affect legitimacy, and how do all of these issues relate to the nation state? As well as these other issues, the book also looks at EU enlargement, EFTA, Central and Eastern Europe, and attitudes to NATO both before and after the events of 1989. The problems are examined from the different perspectives of integration theory, international relations, and comparative politics. A final chapter spells out the implications for the future of European governance.",https://openalex.org/W1539825374,openalex
A791,Toward the next generation of research into small area effects on health: a synthesis of multilevel investigations published since July 1998,https://doi.org/10.1136/jech.2006.050740,M. Riva; Lise Gauvin; Tracie A. Barnett,2007.0,,"To map out area effects on health research, this study had the following aims: (1) to inventory multilevel investigations of area effects on self rated health, cardiovascular diseases and risk factors, and mortality among adults; (2) to describe and critically discuss methodological approaches employed and results observed; and (3) to formulate selected recommendations for advancing the study of area effects on health. Overall, 86 studies were inventoried. Although several innovative methodological approaches and analytical designs were found, small areas are most often operationalised using administrative and statistical spatial units. Most studies used indicators of area socioeconomic status derived from censuses, and few provided information on the validity and reliability of measures of exposures. A consistent finding was that a significant portion of the variation in health is associated with area context independently of individual characteristics. Area effects on health, although significant in most studies, often depend on the health outcome studied, the measure of area exposure used, and the spatial scale at which associations are examined.",https://openalex.org/W2135699330,openalex
A792,"Concepts of Security Threats, Challenges, Vulnerabilities and Risks",https://doi.org/10.1007/978-3-642-17776-7_2,Hans Günter Brauch,2011.0,,No abstract available,https://openalex.org/W2238386317,openalex
A793,The perfect landscape,https://doi.org/10.1016/j.geomorph.2006.01.039,Jonathan D. Phillips,2006.0,,No abstract available,https://openalex.org/W2056360670,openalex
A794,The Social Context of Mental Illness and Violence,https://doi.org/10.2307/2137220,Virginia Aldigé Hiday,1995.0,,"For years a debate existed in the literature concerning whether or not mentally ill persons were more dangerous than others. Empirical work was hampered by conceptual and methodological shortcomings, and was therefore unable to settle the debate. Recently, methodologically sophisticated studies have produced evidence which indicates a modest association between active major mental disorders and violence. While some interpret this association to mean that mental illness or particular symptoms directly cause unwarranted physical aggression, this paper examines the case for the social context establishing socializing and environmental conditions which are causal in both violence and the development of mental disorder. It reviews the literature, indicating lacunae in our knowledge base, and posits a causal model which links social stratification with both mental illness and violence through the structured types of strains, events, situations and persons an individual experiences as an integral part of life.",https://openalex.org/W2107553820,openalex
A795,Reversing the question: Does happiness affect consumption and savings behavior?,https://doi.org/10.1016/j.joep.2012.01.002,Cahit Guven,2012.0,,No abstract available,https://openalex.org/W3125596439,openalex
A796,"Predicting pro-environmental agricultural practices: The social, psychological and contextual influences on land management",https://doi.org/10.1016/j.jrurstud.2013.10.001,Jennifer Price; Zoe Leviston,2014.0,,No abstract available,https://openalex.org/W2047198075,openalex
A797,A future for models and data in environmental science,https://doi.org/10.1016/j.tree.2006.03.016,James S. Clark; Alan E. Gelfand,2006.0,,No abstract available,https://openalex.org/W2129972777,openalex
A798,The dynamic linkages between crude oil and natural gas markets,https://doi.org/10.1016/j.eneco.2016.10.019,Jonathan A. Batten; Cetin Ciner; Brian M. Lucey,2016.0,,No abstract available,https://openalex.org/W3126057320,openalex
A799,Does trade openness contribute to food security? A dynamic panel analysis,https://doi.org/10.1016/j.foodpol.2017.04.008,Jan Dithmer; Awudu Abdulai,2017.0,,No abstract available,https://openalex.org/W2608795221,openalex
A800,Income inequality and violent crime: Evidence from Mexico's drug war,https://doi.org/10.1016/j.jdeveco.2015.12.004,Ted Enamorado; Luis F. López-Calva; Carlos Rodríguez‐Castelán; Hernán Winkler,2016.0,,No abstract available,https://openalex.org/W1529686467,openalex
A801,Do Natural Disasters Enhance Societal Trust?,https://doi.org/10.1111/kykl.12053,Hideki Toya; Mark Skidmore,2014.0,,"Summary In this article we investigate the relationship between disasters and societal trust. A growing body research suggests that factors such as income inequality, ethnic fractionalization and religious heritage are important determinants of social capital in general and trust in particular. We present new panel data evidence of another important determinant of trust – the frequency of natural disasters. Frequent naturally occurring events such as storms require (and provide opportunity for) societies to work closely together to meet their challenges. While natural disasters can have devastating human and economic impacts, a potential spillover benefit of greater disaster exposure may be a more tightly knit society.",https://openalex.org/W1869488509,openalex
A802,"Electricity prices, large-scale renewable integration, and policy implications",https://doi.org/10.1016/j.enpol.2016.11.014,Evangelos Kyritsis; Jonas Andersson; Apostolos Serletis,2016.0,,No abstract available,https://openalex.org/W2554141034,openalex
A803,The Obesity Paradox in Cancer: a Review,https://doi.org/10.1007/s11912-016-0539-4,Hannah Lennon; Matthew Sperrin; Ellena Badrick; Andrew G. Renehan,2016.0,,"There is a common perception that excess adiposity, commonly approximated by body mass index (BMI), is associated with reduced cancer survival. A number of studies have emerged challenging this by demonstrating that overweight and early obese states are associated with improved survival. This finding is termed the ""obesity paradox"" and is well recognized in the cardio-metabolic literature but less so in oncology. Here, we summarize the epidemiological findings related to the obesity paradox in cancer. Our review highlights that many observations of the obesity paradox in cancer reflect methodological mechanisms including the crudeness of BMI as an obesity measure, confounding, detection bias, reverse causality, and a specific form of the selection bias, known as collider bias. It is imperative for the oncologist to interpret the observation of the obesity paradox against the above methodological framework and avoid the misinterpretation that being obese might be ""good"" or ""protective"" for cancer patients.",https://openalex.org/W2482556255,openalex
A804,"Satellite Earth Observation Data in Epidemiological Modeling of Malaria, Dengue and West Nile Virus: A Scoping Review",https://doi.org/10.3390/rs11161862,Elisavet Parselia; Charalampos Kontoes; Alexia Tsouni; Christos Hadjichristodoulou; Ioannis Kioutsioukis; Gkikas Magiorkinis; Nikolaos I. Stilianakis,2019.0,,"Earth Observation (EO) data can be leveraged to estimate environmental variables that influence the transmission cycle of the pathogens that lead to mosquito-borne diseases (MBDs). The aim of this scoping review is to examine the state-of-the-art and identify knowledge gaps on the latest methods that used satellite EO data in their epidemiological models focusing on malaria, dengue and West Nile Virus (WNV). In total, 43 scientific papers met the inclusion criteria and were considered in this review. Researchers have examined a wide variety of methodologies ranging from statistical to machine learning algorithms. A number of studies used models and EO data that seemed promising and claimed to be easily replicated in different geographic contexts, enabling the realization of systems on regional and national scales. The need has emerged to leverage furthermore new powerful modeling approaches, like artificial intelligence and ensemble modeling and explore new and enhanced EO sensors towards the analysis of big satellite data, in order to develop accurate epidemiological models and contribute to the reduction of the burden of MBDs.",https://openalex.org/W2968211639,openalex
A805,"Health, income and relative deprivation: Evidence from the BHPS",https://doi.org/10.1016/j.jhealeco.2007.05.007,Andrew M. Jones; John Wildman,2007.0,,No abstract available,https://openalex.org/W2092108709,openalex
A806,The Relation between the North Atlantic Oscillation and SSTs in the North Atlantic Basin,https://doi.org/10.1175/jcli-3186.1,Weile Wang; Bruce T. Anderson; Robert K. Kaufmann; Ranga B. Myneni,2004.0,,"Abstract The authors use the notion of Granger causality to investigate the relationship between the North Atlantic Oscillation (NAO) index and the sea surface temperatures (SSTs) over the Northern Hemisphere. The Granger causality analysis ensures that any apparent oceanic influence upon the atmosphere (as measured by the NAO) is provided by the ocean and is not related to preexisting conditions within the NAO itself (and vice versa when looking at the atmospheric influence upon the ocean). Although this statistical technique does not imply physical forcing of one field on the other, it is generally more reliable compared to the simple lead/lagged correlation. Using this technique, the authors find that on seasonal time scales, the preceding NAO anomalies' influence on the wintertime SST field is rather restricted. Conversely, preceding SST anomalies have a statistically significant causal effect on the wintertime NAO. However, the causal relation between preceding SSTs and the wintertime NAO is limited to the Gulf Stream extension; in contrast to the canonical tripole SST pattern typically associated with the NAO, the authors do not find that SST anomalies in either the Greenland or subtropical regions have a significant causal effect on the NAO. These results suggest that the Gulf Stream SSTs have an important influence in initiating disturbances of the atmospheric circulation over the wintertime North Atlantic.",https://openalex.org/W2088896295,openalex
A807,Interracial Contact and Black Racial Attitudes: The Contact Hypothesis and Selectivity Bias,https://doi.org/10.1093/sf/74.1.205,Daniel A. Powers; Christopher G. Ellison,1995.0,,"One of the most serious criticisms of research on the contact hypothesis is the contention that selection bias operates to promote interaction between whites and blacks who are already relatively unprejudiced toward one another. Accordingly, attempts to infer the effect of interracial contact on racial attitudes must recognize and correct for this potential source of bias. Endogenous switching regression models are used to estimate the effect of close interracial friendship on selected racial attitude variables while accounting for possible selectivity bias. Each model implies a distinct assumption about the process generating interracial contact and racial attitudes. Using data from the National Survey of Black Americans, we find no evidence of sample selection bias in estimating the effect of close interracial contact on black racial attitudes. Therefore, we cannot reject the conventional models used in research on the contact hypothesis that treat interracial contact as an exogenous variable affecting racial attitudes. However, our results show the usefulness of a switching regressions approach to reveal the contingent nature of the contact hypothesis.",https://openalex.org/W2029712675,openalex
A808,The Radiative Forcing of Aerosol–Cloud Interactions in Liquid Clouds: Wrestling and Embracing Uncertainty,https://doi.org/10.1007/s40641-018-0089-y,Johannes Mülmenstädt; Graham Feingold,2018.0,,"This article discusses some of the challenges that have limited progress in quantifying the radiative forcing associated with aerosol–cloud interactions (ACI) in warm (liquid-water) clouds. It reviews recent progress and suggests new ways of viewing the problem that might accelerate progress. It calls for much greater attention to the scale problem, both in terms of aerosol–cloud process representation in models and comparison with observations. It suggests careful consideration of the balance in detail with which processes are represented, and proposes a merging of detailed process understanding and system-wide behavior. In this spirit, it advocates tackling the problem with models of varying complexity that consider both the depth and breadth of the complex dynamical system. Finally, it considers shifting attention from untangling aerosol and meteorological effects on cloud systems towards understanding the co-variability of key aerosol and meteorological drivers of cloud systems.",https://openalex.org/W2789918317,openalex
A809,The Association Between Short Sleep Duration and Obesity in Young Adults: a 13-Year Prospective Study,https://doi.org/10.1093/sleep/27.4.661,Gregor Hasler; Daniel J. Buysse; Richard Klaghofer; Alex Gamma; Vladeta Ajdacic‐Gross; Dominique Eich; Wulf Rössler; Jules Angst,2004.0,,"Study Objectives:Obesity has become a major health problem with increasing prevalence. Given the limited availability of effective treatment of weight problems, the identification of potentially modifiable risk factors may lead to preventive approaches to obesity. The objective of this study was to test the hypothesis that short sleep duration is associated with obesity and weight gain during young adulthood.",https://openalex.org/W2260387628,openalex
A810,The Decrease in Summer Surface Water Temperature with Altitude in Swiss Alpine Lakes: A Comparison with Air Temperature Lapse Rates,https://doi.org/10.2307/1552583,David M. Livingstone; André F. Lotter; Ian R. Walker,1999.0,,"Using miniature thermistors with integrated data loggers, the decrease in summer lake surface water temperature (LSWT) with increasing altitude a.s.l. was investigated in 10 Swiss Alpine lakes located between 613 m a.s.l. and 2339 m a.s.l. The LSWTs exhibit essentially the same short-term structure as regional air temperature, but are about 3 to 5°C higher than the air temperature at the altitude of the lake. LSWTs decrease approximately linearly with increasing altitude at a rate slightly greater than the surface air temperature lapse rate. Diel variations in LSWT are large, implying that single water temperature measurements are unlikely to be representative of the mean. Local factors will affect LSWT more than they affect air temperature, possibly resulting in severe distortion of the empirical relationship between the two. Several implications for paleoclimate reconstruction studies result. (1) Paleolimnologically reconstructed LSWTs are likely to be higher than the air temperatures prevailing at the altitude of the lake. (2) Lakes used for paleoclimate reconstruction should be selected to minimize local effects on LSWT. (3) The calibration of organism-specific quantitative paleotemperature inference models should not be based on single water temperature measurements. (4) Consideration should be given to calibrating such models directly against air temperature rather than water temperature. (5) The primary climate effect on the aquatic biota of high-altitude lakes may be mediated by the timing of the ice cover.",https://openalex.org/W2320427834,openalex
A811,Drivers of microbial respiration and net N mineralization at the continental scale,https://doi.org/10.1016/j.soilbio.2013.01.003,Benjamin P. Colman; Joshua P. Schimel,2013.0,,No abstract available,https://openalex.org/W2034004833,openalex
A812,"Clean energy, non-clean energy, and economic growth in the MIST countries",https://doi.org/10.1016/j.enpol.2013.12.039,Hsiao-Tien Pao; Yi-Ying Li; Hsin-Chia Fu,2014.0,,No abstract available,https://openalex.org/W1964677192,openalex
A813,"Crop diversity, household welfare and consumption smoothing under risk: Evidence from rural Uganda",https://doi.org/10.1016/j.worlddev.2019.104686,Wondimagegn Tesfaye; Nyasha Tirivayi,2019.0,,No abstract available,https://openalex.org/W2974772744,openalex
A814,Developmental Drivers of Nutritional Change: A Cross-Country Analysis,https://doi.org/10.1016/j.worlddev.2012.07.002,Derek Headey,2012.0,,No abstract available,https://openalex.org/W1982154656,openalex
A815,"Geography, Rebel Capability, and the Duration of Civil Conflict",https://doi.org/10.1177/0022002709336457,Halvard Buhaug; Scott Gates; Päivi Lujala,2009.0,,"Why do some armed civil conflicts last longer than others? Drawing on a contest success function model, we show that geographic factors (such as location, terrain, and natural resources) interact with rebel fighting capacity and together play a crucial role in determining the duration of conflict. Using precisely dated duration data in event history models and geographic data for the conflict location, we find that conflicts located at considerable distance from the main government stronghold, along remote international borders and in regions with valuable minerals last substantially longer. In addition, we find that rebel military capacity in its own right increases the prospects of a civil conflict ending within a short time period. Our findings imply that the distances an army must travel to project power, rebel fighting capacity, and characteristics of conflict region affect how a civil war is fought and who will prevail.",https://openalex.org/W2037108902,openalex
A816,Health behaviour in schoolchildren A WHO cross-national survey,https://doi.org/10.1093/heapro/1.1.17,Leif Edvard Aarø; Bente Wold; Lasse Kannas; Matti Rimpelä,1986.0,,"""Health Behaviour in Schoolchildren. A WHO Cross-National Survey"" was started by researchers from three European countries. Presently, more than 10 countries within the European region of WHO are accepted as members of the project. The study is oriented towards behavioural and social science, and its basic philosophy is described as a lifestyle approach. In the first part of this article, differences between traditional epidemiological research and lifestyle research are outlined. The concept ""lifestyle"" is clarified, and the focuses of lifestyle, health promotion and health education research are described. It is argued that aspects of lifestyle not considered to be directly related to mortality or morbidity may be more important for an understanding of lifestyle of individuals or groups than aspects more directly related to health. Health-related habits, lifestyle and psychosocial aspects of health are chosen as criterion variables of the study. The personal and environmental context of lifestyle are the main factors on the predictor side, and the findings should also be discussed in a demographic and macrosocial context. National cross-sectional surveys (n at least 3000) are carried out regularly in an increasing number of countries. Data are collected anonymously at school, covering three age groups (mean age 11.5, 13.5, and 15.5 years). One part of the questionnaire consists of a core of questions and is repeated in every survey. The other part has a special focus which changes from survey to survey. Comparability of data across countries is given high priority. Results from the first survey (1983–84) are presented to illustrate the relative importance of country, indicators of inequality, social network, and beliefs in the harmful effects of smoking as predictors of smoking habits. The results confirm that a wide range of predictors are important. In line with the philosophy of the project, the focus of the second survey (1985–86) is on physical activity (as a positive health habit) and psychosocial aspects of health. Finally the report mentions some of the more practical and administrative problems related to this kind of cross-national research, and describes some of the limitations of large-scale cross-national surveys.",https://openalex.org/W2063019951,openalex
A817,"Southern Hemisphere Synoptic Behavior in Extreme Phases of SAM, ENSO, Sea Ice Extent, and Southern Australia Rainfall",https://doi.org/10.1175/2008jcli2128.1,Alexandre Bernardes Pezza; Tom Durrant; Ian Simmonds; A. Ian Smith,2008.0,,"Abstract The association between Southern Hemisphere cyclones and anticyclones and the El Niño–Southern Oscillation (ENSO), southern annular mode (SAM), Antarctic sea ice extent (SIE), and rainfall in Perth and Melbourne is explored. Those cities are, respectively, located in the southwestern and southeastern corners of Australia, where substantial decreasing rainfall trends have been observed over the last decades. The need for a more unified understanding of large-scale anomalies in storm indicators associated with the climate features itemized above has motivated this study. The main aim is to identify cyclone-anomalous areas that are potentially important in characterizing continental rainfall anomalies from a hemispheric perspective, focusing on midlatitude Australia. The study covers the “satellite era” from 1979 to 2003 and was conducted for the southern winter when midlatitude rainfall is predominantly baroclinic. The results indicate a well-organized hemispheric cyclone pattern associated with ENSO, SAM, SIE, and rainfall anomalies. There is a moderate large-scale, high-latitude resemblance between La Niña, negative SAM, and reduced SIE in some sectors. In particular, there is a suggestion that SIE anomalies over the Indian Ocean and Western Australia sectors are associated with a large-scale pattern of cyclone/anticyclone anomalies that is more pronounced over the longitudes of Australia and New Zealand. Spatial correlation analysis suggests a robust link between cyclone density over the sectors mentioned above and rainfall in Perth and Melbourne. Statistical analyses of rainfall and SIE show modest correlations for Perth and weak correlations for Melbourne, generally corroborating the above. It is proposed that SAM and SIE are part of a complex physical system that is best understood as a coupled mechanism, and that their impacts on the circulation can be seen as partially independent of ENSO. While SAM and SIE have greater influence on the circulation affecting rainfall in the western side of Australia, ENSO is the dominant influence on the eastern half of the country. A contraction of the sea ice seems to be accompanied by a southward shift of high-latitude cyclones, which is also hypothesized to increase downstream cyclone density at midlatitudes via conservation of mass, similarly to what is observed during the extreme positive phase of the SAM. These associations build on previous developments in the literature. They bring a more unified view on high-latitude climate features, and may also help to explain the declining trends in Australian rainfall.",https://openalex.org/W1994800756,openalex
A818,An Integrated Behavior Change Model for Physical Activity,https://doi.org/10.1249/jes.0000000000000008,Martin S. Hagger; Nikos L. D. Chatzisarantis,2014.0,,"We present the Integrated Behavior Change Model, a comprehensive multitheory model outlining the psychological factors and processes that impact physical activity behavior. The model integrates hypotheses from social-cognitive, motivational, dual-phase, and dual-systems theories. We provide the theoretical basis for the model and demonstrate its utility in driving future research and developing effective interventions to promote physical activity.",https://openalex.org/W2110554130,openalex
A819,"Effect of rainfall as a component of climate change on estuarine fish production in Queensland, Australia",https://doi.org/10.1016/j.ecss.2006.05.011,Jan‐Olaf Meynecke; Shing Yip Lee; Norman C. Duke; Jan Warnken,2006.0,,No abstract available,https://openalex.org/W2017493133,openalex
A820,Feeding unrest,https://doi.org/10.1177/0022343314543722,Todd G. Smith,2014.0,,"While both academics and politicians have long acknowledged the connection between food price shocks and so-called ‘food riots’, this article asks whether rising domestic consumer food prices are a contributing cause of sociopolitical unrest, more broadly defined, in urban areas of Africa. In order to unravel the complex and circular relationship between rising food prices and unrest, an instrumental approach with country fixed effects is used to isolate causality at the country-month unit of analysis for the period 1990 through 2012. Two instrumental variables, changes in international grain commodity prices and local rainfall scarcity, are evaluated and used individually and jointly as instruments for changes in domestic food prices. The main finding is that a sudden increase in domestic food prices in a given month significantly increases the probability of urban unrest, especially spontaneous events and riots, in that month. Undeniably, more fundamental economic and political grievances are also drivers of such events and are likely to determine how the unrest ultimately manifests, even when triggered by rising food prices. Although more research is necessary to determine why people choose particular protest methods and targets, the findings of this research provide evidence that sociopolitical unrest of different types is driven, or at least triggered, by a consumer response to economic pressure from increasing food prices regardless of the cause of the increase.",https://openalex.org/W2028351337,openalex
A821,"Air pollution, weather, and violent crimes: Concomitant time-series analysis of archival data.",https://doi.org/10.1037/0022-3514.49.5.1207,James Rotton; James H. Frey,1985.0,,"Archival data covering a 2-year period were obtained from three sources in order to assess relations among ozone levels, nine measures of meteorological conditions, day of the week, holidays, seasonal trends, family disturbances, and assaults against persons. Confirming results obtained in laboratory studies, more family disturbances were recorded when ozone levels were high than when they were low. Two-stage regression analyses indicated that disturbances and assaults against persons were also positively correlated with daily temperatures and negatively correlated with wind speed and levels of humidity. Further, distributed lag (Box-Jenkins) analyses indicated that high temperatures and low winds preceded violent episodes, which occurred more often on dry than humid days. In addition to hypothesized relations, it was also found that assaults follow complaints about family disturbances, which suggests that the latter could be used to predict and lessen physical violence. It was concluded that atmospheric conditions and violent episodes are not only correlated but also appear to be linked in a causal fashion. This conclusion, however, was qualified by a discussion of the limitations of archival data and concomitant time-series analysis.",https://openalex.org/W2107645862,openalex
A822,Impact of industrialisation on CO 2 emissions in Nigeria,https://doi.org/10.1016/j.rser.2015.07.164,Boqiang Lin; Oluwasola E. Omoju; Jennifer U. Okonkwo,2015.0,,No abstract available,https://openalex.org/W1912116599,openalex
A823,"Natural Disaster, Poverty, and Development: An Introduction",https://doi.org/10.1016/j.worlddev.2016.12.035,Yasuyuki Sawada; Yoshito Takasaki,2017.0,,No abstract available,https://openalex.org/W2585382779,openalex
