title,authors,journal,year,doi,abstract,pmid
"Prevalence, risk factors and health seeking behaviour of pulmonary tuberculosis in four tribal dominated districts of Odisha: Comparison with studies in other regions of India.",Hussain T; Tripathy SS; Das S; Satapathy P; Das D; Thomas B; Pati S,PloS one,2020,10.1371/journal.pone.0227083,"AIM: To determine the prevalence of pulmonary tuberculosis, socio-cultural practices and health seeking behaviour of tribal people in four districts of Odisha. METHODOLOGY: This was an action research study with qualitative and quantitative design following a sequential approach implemented in a 4-phased manner. It was carried out in the 6 selected villages from July,2015 to June,2017. The screening for active TB among chest symptomatics is followed as per the guidelines of the (RNTCP) Revised National Tuberculosis Control Program in India. RESULTS: In all, 1455 households were surveyed in the 6 tribal dominated villages of 4 districts, namely Balangir, Dhenkanal, Kandhamal and Mayurbhanj. Total population of the villages was 6681. Based on the eligibility, 5144 (97.7%) individuals were screened. About 139 (2.3%) could not be screened due to non-availability in their households during day time. Out of the screened individuals (5144), 126 chest symptomatics were identified. Sputum samples were collected from them and sent to the National Reference Laboratory, RMRC, Bhubaneswar using public transport and maintaining cold chain. Out of 126 chest symptomatics, 35 patients were found to be having active TB disease and 18 were culture positive. The prevalence of pulmonary TB is 0.68%. The risk factors seemed to be ignorance about TB symptoms, addiction to alcoholic drinks, difficulty reaching the health facilities owing to the long distances, lack of communication and transport. In addition, other morbidities like Malaria, diabetes, hypertension, malnutrition, etc. were observed in the tribes of the study sites. CONCLUSION: TB control programs need further strengthening in the tribal dominated regions. This study is the first of its kind in this State.",32251467
Understanding the role of disease knowledge and risk perception in shaping preventive behavior for selected vector-borne diseases in Guyana.,Aerts C; Revilla M; Duval L; Paaijmans K; Chandrabose J; Cox H; Sicuri E,PLoS neglected tropical diseases,2020,10.1371/journal.pntd.0008149,"BACKGROUND: Individual behavior, particularly choices about prevention, plays a key role in infection transmission of vector-borne diseases (VBDs). Since the actual risk of infection is often uncertain, individual behavior is influenced by the perceived risk. A low risk perception is likely to diminish the use of preventive measures (behavior). If risk perception is a good indicator of the actual risk, then it has important implications in a context of disease elimination. However, more research is needed to improve our understanding of the role of human behavior in disease transmission. The objective of this study is to explore whether preventive behavior is responsive to risk perception, taking into account the links with disease knowledge and controlling for individuals' socioeconomic and demographic characteristics. More specifically, the study focuses on malaria, dengue fever, Zika and cutaneous leishmaniasis (CL), using primary data collected in Guyana-a key country for the control and/or elimination of VBDs, given its geographic location. METHODS AND FINDINGS: The data were collected between August and December 2017 in four regions of the country. Questions on disease knowledge, risk perception and self-reported use of preventive measures were asked to each participant for the four diseases. A structural equation model was estimated. It focused on data collected from private households only in order to control for individuals' socioeconomic and demographic characteristics, which led to a sample size of 497 participants. The findings showed evidence of a bidirectional association between risk perception and behavior. A one-unit increase in risk perception translated into a 0.53 unit increase in self-reported preventive behavior for all diseases, while a one-unit increase in self-reported preventive behavior (i.e. the use of an additional measure) led to a 0.46 unit decrease in risk perception for all diseases (except CL). This study also showed that higher education significantly improves knowledge and that better knowledge increases the take up of preventive measures for malaria and dengue, without affecting risk perception. CONCLUSIONS: In trying to reach elimination, it appears crucial to promote awareness of the risks and facilitate access to preventive measures, so that lower risk perception does not translate into lower preventive behavior.",32251455
"The enemy at home: leishmaniasis in the Mediterranean basin, Italy on the focus.",Gianchecchi E; Montomoli E,Expert review of anti-infective therapy,2020,10.1080/14787210.2020.1751611,"Introduction: Leishmaniasis represents one of the most dangerous neglected tropical diseases. The parasite used to show a well-defined geographical distribution; however, during the last decade the parasite has spread into new areas. This change in the worldwide distribution of the parasite and in leishmaniasis epidemiology is the result of man's ill-considered interventions in the environment and of the consequent global warming.Areas covered: The present review focuses on Leishmaniasis incidence in the Mediterranean basin and underlines the pressing need to raise awareness toward the real burden of the disease in the European region. The research was undertaken using Pubmed and including all studies up to January 2020.Expert opinion: Environmental and climatic transformations have allowed the shifting northward of sand fly European geographical distribution, affecting areas traditionally considered as Leishmania-free, including Northern Italy, Germany, and even Belgium. The large-scale migration from the Middle East and Africa to Europe, and particularly to Italy for its central position in the Mediterranean basin, represents an additional and critical risk factor for the spread not only of leishmaniasis but also of other potentially life-threatening diseases. These factors highlight how the current epidemiological European scenario could drastically evolve in the next future.",32249634
Understanding the association between caregiver sex and HIV infection among orphans and vulnerable children in Tanzania: learning from the USAID Kizazi Kipya project.,Exavery A; Charles J; Kuhlik E; Barankena A; Koler A; Kikoyo L; Jere E,BMC health services research,2020,10.1186/s12913-020-05102-y,"BACKGROUND: Tanzania has met only 50.1% of the 90% target for diagnosing HIV in children. The country's pediatric case finding strategy uses global best practices of index testing, provider-initiated counselling and testing, and targeted community testing of at-risk populations to find about 50,000 children living with HIV (CLHIV) who are undiagnosed. However, context-specific strategies are necessary to find the hidden children to meet the full 90% target. This study assesses whether sex of the caregiver is associated with HIV status of orphans and vulnerable children (OVC) as a valuable strategy for enhanced pediatric case findings. METHODS: Data originate from the community-based, United States Agency for International Development (USAID)-funded Kizazi Kipya Project, which works towards increasing OVC's and their caregivers' uptake of HIV/AIDS and other health and social services in Tanzania. Included in this study are 39,578 OVC ages 0-19 years who the project enrolled during January through March 2017 in 18 regions of Tanzania and who voluntarily reported their HIV status. Data analysis involved multi-level logistic regression, with OVC HIV status as the outcome of interest and caregiver's sex as the main independent variable. RESULTS: Three-quarters (74.3%) of the OVC included in the study had female caregivers, and their overall HIV prevalence was 7.1%. The prevalence was significantly higher (p < 0.001) among OVC with male caregivers (7.8%) than among OVC with female caregivers (6.8%), and indeed, multivariate analysis showed that OVC with male caregivers were significantly 40% more likely to be HIV-positive than those with female caregivers (OR = 1.40, 95% CI 1.08-1.83). This effect was the strongest among 0-4 year-olds (OR = 4.02, 95% CI 1.61-10.03), declined to 1.72 among 5-9 year-olds (OR = 1.72, 95% CI 1.02-2.93), and lost significance for children over age 9 years. Other significant factors included OVC age and nutritional status; caregiver HIV status and marital status; household health insurance status, and family size; and rural versus urban residence. CONCLUSIONS: OVC in Tanzania with male caregivers have a 40% higher likelihood of being HIV-positive than those with female caregivers. HIV risk assessment activities should target OVC with male caregivers, as well as OVC who have malnutrition, HIV-positive caregivers, or caregivers who do not disclose their HIV status to community volunteers. Further, younger HIV-positive OVC are more likely to live in rural areas, while older HIV-positive OVC are more likely to live in urban areas. These factors should be integrated in HIV risk assessment algorithms to enhance HIV testing yields and pediatric case-finding in the OVC population in Tanzania.",32245468
"Association Between Statin Use, Intensity and Acute Liver Injury in Human Immunodeficiency Virus, Hepatitis C Virus, and Uninfected US Veterans.",Sutton SS; Magagnoli J; Cummings TH; Hardin JW,"American journal of cardiovascular drugs : drugs, devices, and other interventions",2021,10.1007/s40256-020-00404-2,"OBJECTIVE: We sought to evaluate the relationship between acute liver injury (ALI) and statins utilizing the Veterans Affairs Informatics and Computing Infrastructure (VINCI) database. METHODS: This retrospective cohort study, spanning January 2000-December 2018, compared ALI (aminotransferase > 200 U/L, severe ALI, and hospitalization with ALI) in statin users and non-users among uninfected, hepatitis C virus (HCV) mono-infected, human immunodeficiency virus (HIV)/HCV co-infected, and HIV mono-infected veterans within 18 months. We estimated adjusted Cox proportional hazards models comparing statin users and non-users and comparing statin intensity level with non-use; and estimate Cox proportional hazards models utilizing time-dependent coding of statin intensity. Adjusted models included restricted cubic splines of the propensity score as an adjustment variable. RESULTS: From a total of 166,439 patients who met the study criteria, statin initiators were older, had higher values of body mass index, higher values of low-density lipoprotein cholesterol and triglycerides, and lower values of high-density lipoprotein cholesterol. HCV mono-infected and HIV/HCV co-infected cohorts had the highest rates of ALI, and statin users had lower rates across all outcomes of ALI compared with non-users in unadjusted analysis. Statin use is associated with a lower risk of all ALI outcomes compared with non-users. Patients on a high intensity are not associated with a statistically significant increase in risk for any ALI outcome. For each additional 30 days of treatment, there was a reduced risk of any ALI outcome across all cohorts. CONCLUSIONS: Statin initiators had a lower risk of any ALI outcome compared with non-users within 18 months regardless of HIV and/or HCV status.",32239436
"Drug misuse, tobacco smoking, alcohol and other social determinants of tuberculosis in UK-born adults in England: a community-based case-control study.",Nguipdop-Djomo P; Rodrigues LC; Smith PG; Abubakar I; Mangtani P,Scientific reports,2020,10.1038/s41598-020-62667-8,"Addressing social determinants of tuberculosis (TB) is essential to achieve elimination, including in low-incidence settings. We measured the association between socio-economic status and intermediate social determinants of health (SDHs, including drug misuse, tobacco smoking and alcohol), and TB, taking into account their clustering in individuals. We conducted a case-control study in 23-38 years old UK-born White adults with first tuberculosis episode, and randomly selected age and sex frequency-matched community controls. Data was collected on education, household overcrowding, tobacco smoking, alcohol and drugs use, and history of homelessness and prison. Analyses were done using logistic regression models, informed by a formal theoretical causal framework (Directed Acyclic Graph). 681 TB cases and 1183 controls were recruited. Tuberculosis odds were four times higher in subjects with education below GCSE O-levels, compared to higher education (OR = 3.94; 95%CI: 2.74, 5.67), after adjusting for other TB risk factors (age, sex, BCG-vaccination and stays >/=3 months in Africa/Asia). When simultaneously accounting for respective SDHs, higher tuberculosis risk was independently associated with tobacco smoking, drugs use (especially injectable drugs OR = 5.67; 95%CI: 2.68, 11.98), homelessness and area-level deprivation. Population Attributable Fraction estimates suggested that tobacco and class-A drug use were, respectively, responsible for 18% and 15% of TB cases in this group. Our findings suggest that socio-economic deprivation remains a driver of tuberculosis in England, including through drugs misuse, tobacco smoking, and homelessness. These findings further support the integration of health and social services in high-risk young adults to improve TB control efforts.",32221405
"HIV and syphilis infections and associated factors among patients in treatment at a Specialist Alcohol, Tobacco, and Drugs Center in Sao Paulo's ""Cracolandia"".",Ribeiro A; Trevizol A; Oluwoye O; McPherson S; McDonell MG; Briese V; Miguel AC; Fratzinger RC; Laranjeira RR; Alonso AL; Karasin AL; Ribeiro M; Madruga CS,Trends in psychiatry and psychotherapy,2020,10.1590/2237-6089-2018-0081,"INTRODUCTION: This study describes the epidemiological scenario of human immunodeficiency virus (HIV) and syphilis at the biggest specialist drug addiction center in Brazil. The great challenge is to find strategies to reduce the impact of inequality and discrimination and develop policies to protect individuals living with - or at risk of - infections. METHODS: During the period from January 1 to May 31, 2016, a cross-sectional study was conducted on which all patients (N = 806) seeking inpatient treatment were enrolled. A structured diagnostic interview and rapid tests were conducted initially, and diagnoses were confirmed by tests conducted at a venereal disease research laboratory (VDRL). RESULTS: HIV and syphilis rates were 5.86% and 21.9%, respectively. Women were nearly 2.5 times more likely to have syphilis. HIV infection was associated with unprotected sex (odds ratio [OR]: 3.27, p = 0.003, 95% confidence interval [95%CI]: 1.51-7.11), and suicidal ideation (OR: 6.63, p = 0.001, 95%CI: 3.37-14.0). Although only 1.86% reported injecting drugs at any point during their lifetimes, this variable was associated with both HIV and syphilis. Elevated rates of HIV and syphilis were observed in the context of this severe social vulnerability scenario. CONCLUSION: The risk factors identified as associated with HIV and syphilis should be taken into consideration for implementation of specific prevention strategies including early diagnosis and treatment of sexually transmitted infections (STI) to tackle the rapid spread of STIs in this population.",32215539
Risk factors of tuberculosis infection among health care workers: A meta-analysis.,Prihatiningsih S; Fajar JK; Tamara F; Mahendra AI; Rizqiansyah CY; Adianingsih OR; Suwandi T,The Indian journal of tuberculosis,2020,S0019-5707(19)30306-3,"BACKGROUNDS: Health care workers (HCWs) are globally known to have high risk of tuberculosis (TB) infection while risk factors of TB infections among HCWs are still inconclusive. OBJECTIVES: To perform a meta-analysis in effort to identify risk factors of TB infection among HCWs. METHODS: A meta-analysis was conducted between February and July 2019. Papers were searched in Pubmed, Embase, Cochrane, and Web of science and information of interest were extracted. The correlation and effect estimation were analyzed using random or fixed effect model. RESULTS: A total of 12 studies consisting of 2871 cases and 15,673 controls were included and six risk factors were available for meta-analysis. Cumulative calculation found that age, working duration, and types of job were significant risk factor of TB infection while gender, active TB contact, and types of workplace were not associated significantly with TB infection among HCWs. Our pooled data revealed that decreased risk of TB infection was observed in age less than 30 years (age < 30 years vs. age >/= 30 years) and working duration less than five years (working duration < 5 years vs. >/=5 years). Being more than 40 years, working more than 10 years, and being physicians increased the risk of TB infection significantly compared to age </=40 years, working duration </=10 years, and other job types, respectively. CONCLUSIONS: Our meta-analysis has identified the significant risk factors of TB infection among HCWs. Our results may be useful for establishing future TB prevention program among HCWs.",32192605
HIV and drug related stigma and risk-taking behaviors among people who inject drugs: a systematic review and meta-analysis.,Bayat AH; Mohammadi R; Moradi-Joo M; Bayani A; Ahounbar E; Higgs P; Hemmat M; Haghgoo A; Armoon B,Journal of addictive diseases,2020,10.1080/10550887.2020.1718264,"The impact of HIV-related stigma on people living with HIV has been well documented, but there have been few studies examining how drug-related stigma impacts risk-taking in the lives of people who inject drugs (PWID). This meta-analysis aimed to determine HIV and drug-related stigma and the association it has with risk-taking behaviors among PWID. We searched PubMed, Science Direct, Web of Science, and Cochrane electronic databases independently in March 2019. After reviewing for any study duplicates the full-text of selected articles were assessed for eligibility using Population, Intervention, Comparator, Outcomes (PICO) criteria. We used fixed and random-effects meta-analysis models to estimate the pooled prevalence, pooled odds ratio (OR) and 95% confidence intervals. After a detailed assessment, a total of 14 studies containing 13,689 participants met the eligibility criteria. Among the potential risk factors: employment status, depression and sharing injecting paraphernalia had a significant relationship with HIV and drug stigma among PWIDs respectively (OR = 0.78, 95%CI = 0.62-0.98), (OR = 1.84, 95%CI = 1.45-2.33) and (OR = 2.20, 95%CI = 1.84-1.63). Illicit drug use related stigma was found to be associated with several concurrent effects. The impact of stigma should be considered in the development of drug use prevention strategies. Perceived stigma is correlated with numerous negative consequences in other populations including people living with HIV/AIDS. These data suggest this could also be generalized to people who inject drugs because it seems that individuals with internalized stigma experience drug dependence, reduced comfort in seeking help from services and higher rates of depression.",32186479
Prevalence and risk factors for latent tuberculosis infection among household contacts of index cases in two South African provinces: Analysis of baseline data from a cluster-randomised trial.,MacPherson P; Lebina L; Motsomi K; Bosch Z; Milovanovic M; Ratsela A; Lala S; Variava E; Golub JE; Webb EL; Martinson NA,PloS one,2020,10.1371/journal.pone.0230376,"INTRODUCTION: Household contacts of patients with active pulmonary tuberculosis (TB) often have latent TB infection, and are at risk of progression to disease. We set out to investigate whether index TB case HIV status was linked to a higher probability of latent TB infection among household contacts. MATERIALS AND METHODS: Data were collected prospectively from participants in the intervention arm of a household cluster-randomised trial in two South Africa provinces (Mangaung, Free State, and Capricorn, Limpopo). In intervention group households, TB contacts underwent HIV testing and tuberculin skin testing (TST). TST induration was estimated at two cut-offs (>/=5mm, >/=10mm). Multilevel Bayesian regression models estimated posterior distributions of the percentage of household contacts with TST induration >/=5mm and >/=10mm by age group, and compared the odds of latent TB infection by key risk factors including HIV status index case age and study province. RESULTS: A total of 2,985 household contacts of 924 index cases were assessed, with most 2,725 (91.3%) undergoing TST. HIV prevalence in household contacts was 14% and 10% in Mangaung and Capricorn respectively. Overall, 16.8% (458/2,725) had TST induration of >/=5mm and 13.1% (359/2,725) >/=10mm. In Mangaung, children aged 0-4 years had a high TST positivity prevalence compared to their peers in Capricorn (22.0% vs. 7.6%, and 20.5% vs. 2.3%, using TST thresholds of >/=5mm and >/=10mm respectively). Compared to contacts from Capricorn, household contacts living in Mangaung were more likely to have TST induration >/=5mm (odds ratio [OR]: 3.08, 95% credibility interval [CI]: 2.13-4.58) and >/=10mm (OR: 4.52, 95% CI: 3.03-6.97). There was a 90% and 92% posterior probability that the odds of TST induration >/=5mm (OR: 0.79, 95% CI: 0.56-1.14) and >/=10mm (OR: 0.77, 95% CI: 0.53-1.10) respectively were lower in household contacts of HIV-positive compared to HIV-negative index cases. CONCLUSIONS: High TST induration positivity, especially among young children and people living in Mangaung indicates considerable TB transmission despite high antiretroviral therapy coverage. Household contact of HIV-positive index TB cases were less likely to have evidence of latent TB infection than contacts of HIV-negative index cases.",32182274
Factors associated with 36-month loss to follow-up and mortality outcomes among HIV-infected adults on antiretroviral therapy in Central Kenya.,Wekesa P; McLigeyo A; Owuor K; Mwangi J; Nganga E; Masamaro K,BMC public health,2020,10.1186/s12889-020-8426-1,"BACKGROUND: The scale-up of HIV treatment programs has resulted in a reduction in HIV-related morbidity and mortality. However, retention of patients in these programs remains a challenge in sub-Saharan Africa. Understanding factors associated with loss to follow-up (LTFU) and mortality outcomes is therefore important to inform targeted program interventions. METHODS: A retrospective multi-cohort analysis of 23,890 adult patients on ART over 36 months of follow-up in Kenya was done. Multivariate logistic regression analysis was done to assess for factors associated with LTFU and mortality at 6, 12, 24, and 36 months of follow-up. RESULTS: Majority, 67.7%, were female. At 36 months, 27.2% were LTFU and 13.5% had died. Factors associated with mortality at 36 months included older age (51 years and above) using 20-35 years as reference [(adjusted odds ratio [aOR], 1.51, 95% confidence interval (CI) 1.23-1.86, p < 0.001], being male (aOR, 1.59, 95% CI 1.39-1.83, p < 0.001), divorced using married as reference (aOR, 1.86, 95% CI 1.56-2.22, p < 0.001), having a body mass index (BMI) score of less than 18.5 kg/m(2) using 18.5-24.9 kg/m(2) as reference (aOR = 1.79, 95% CI 1.52-2.11, p < 0.001), and, World Health Organization stage III and IV using stage I as the reference (aOR, 1.94, 95% CI 1.43-2.63 and aOR, 4.24, 95% CI 3.06-5.87, p < 0.001 respectively). Factors associated with LTFU at 36 months included being young between 20 and 35 years (aOR, 1.49, 95% CI 1.40-1.59, p < 0.001) using 36-50 years as reference, being male (aOR, 1.19, 95% CI 1.12-1.27, p < 0.001), and being single or divorced using married as reference (aOR, 1.34, 95% CI 1.23-1.45 and aOR, 1.25, 95% CI 1.15-1.36, p < 0.001 respectively). Patients with baseline BMI of less than 18.5 kg/m(2) using normal BMI as reference (aOR, 1.68, 95% CI 1.39-2.02, p < 0.001) were also likely to be LTFU. CONCLUSIONS: Factors associated with LTFU and mortality were generally similar over time. Implementation of programs in similar settings should be tailored to gender, age profiles, nutritional, and, marital status of patients to address LTFU. In addition, programs should focus on the care of older patients to reduce the risk of mortality.",32171279
Tuberculosis disease and infection among household contacts of bacteriologically confirmed and non-confirmed tuberculosis patients.,Warria K; Nyamthimba P; Chweya A; Agaya J; Achola M; Reichler M; Cowden J; Heilig CM; Borgdorff MW; Cain KP; Yuen CM,Tropical medicine & international health : TM & IH,2020,10.1111/tmi.13392,"OBJECTIVE: To compare the prevalence of tuberculosis infection and disease in household contacts of patients with bacteriologically confirmed tuberculosis disease and contacts of non-bacteriologically confirmed disease in western Kenya. METHODS: We enrolled newly diagnosed index patients and their household contacts from March 2014 to June 2016. All contacts were evaluated with a symptom questionnaire, tuberculin skin test (TST) and HIV test. Clinical evaluation and sputum testing were performed for those with symptoms, positive TST result or HIV infection. RESULTS: We enrolled 1155 contacts of 330 index patients with bacteriologically confirmed tuberculosis and 192 contacts of 55 index patients with non-bacteriologically confirmed tuberculosis. 3.5% of contacts of patients with bacteriologically confirmed tuberculosis were diagnosed with tuberculosis, whereas no contacts of index patients with non-bacteriologically confirmed tuberculosis were. Of those diagnosed with tuberculosis disease, 58.5% reported symptoms, 34.1% reported no symptoms but had positive TST results, and 7.3% had neither symptoms nor positive TST but were HIV-positive. Among 872 contacts with a TST result, 50.9% of contacts of index patients with bacteriologically confirmed tuberculosis and 41.0% of contacts of index patients with non-bacteriologically confirmed tuberculosis had a positive result (prevalence ratio = 1.16, 95% confidence interval 0.92-1.48). CONCLUSION: In a high-burden setting, tuberculosis disease was more prevalent among contacts of patients with bacteriologically confirmed tuberculosis than contacts of patients with non-bacteriologically confirmed disease. TST was feasible to perform and helped to detect cases that would have been missed had only symptomatic contacts been evaluated.",32170771
Evidence of sociodemographic heterogeneity across the HIV treatment cascade and progress towards 90-90-90 in sub-Saharan Africa - a systematic review and meta-analysis.,Green D; Tordoff DM; Kharono B; Akullian A; Bershteyn A; Morrison M; Garnett G; Duerr A; Drain PK,Journal of the International AIDS Society,2020,10.1002/jia2.25470,"INTRODUCTION: Heterogeneity of sociodemographics and risk behaviours across the HIV treatment cascade could influence the public health impact of universal ART in sub-Saharan Africa if those not virologically suppressed are more likely to be part of a risk group contributing to onward infections. Sociodemographic and risk heterogeneity across the treatment cascade has not yet been comprehensively described or quantified and we seek to systematically review and synthesize research on this topic among adults in Africa. METHODS: We conducted a systematic review of peer-reviewed literature in Embase and MEDLINE databases as well as grey literature sources published in English between 2014 and 2018. We included studies that included people living with HIV (PLHIV) aged >/=15 years, and reported a 90-90-90 outcome: awareness of HIV-positive status, ART use among those diagnosed or viral suppression among those on ART. We summarized measures of association between sociodemographics, within each outcome, and as a composite measure of population-wide viral suppression. RESULTS AND DISCUSSION: From 3533 screened titles, we extracted data from 92 studies (50 peer-reviewed, 42 grey sources). Of included studies, 32 reported on awareness, 53 on ART use, 32 on viral suppression and 23 on population-wide viral suppression. The majority of studies were conducted in South Africa, Uganda, and Malawi and reported data for age and gender. When stratified, PLHIV ages 15 to 24 years had lower median achievement of the treatment cascade (60-49-81), as compared to PLHIV >/=25 years (70-63-91). Men also had lower median achievement of the treatment cascade (66-72-85), compared to women (79-76-89). For population-wide viral suppression, women aged >/=45 years had achieved the 73% target, while the lowest medians were among 15- to 24-year-old men (37%) and women (49%). CONCLUSIONS: Considerable heterogeneity exists by age and gender for achieving the HIV 90-90-90 treatment goals. These results may inform delivery of HIV testing and treatment in sub-Saharan Africa, as targeting youth and men could be a strategic way to maximize the population-level impact of ART.",32153117
Mapping and characterising areas with high levels of HIV transmission in sub-Saharan Africa: A geospatial analysis of national survey data.,Bulstra CA; Hontelez JAC; Giardina F; Steen R; Nagelkerke NJD; Barnighausen T; de Vlas SJ,PLoS medicine,2020,10.1371/journal.pmed.1003042,"BACKGROUND: In the generalised epidemics of sub-Saharan Africa (SSA), human immunodeficiency virus (HIV) prevalence shows patterns of clustered micro-epidemics. We mapped and characterised these high-prevalence areas for young adults (15-29 years of age), as a proxy for areas with high levels of transmission, for 7 countries in Eastern and Southern Africa: Kenya, Malawi, Mozambique, Tanzania, Uganda, Zambia, and Zimbabwe. METHODS AND FINDINGS: We used geolocated survey data from the most recent United States Agency for International Development (USAID) demographic and health surveys (DHSs) and AIDS indicator surveys (AISs) (collected between 2008-2009 and 2015-2016), which included about 113,000 adults-of which there were about 53,000 young adults (27,000 women, 28,000 men)-from over 3,500 sample locations. First, ordinary kriging was applied to predict HIV prevalence at unmeasured locations. Second, we explored to what extent behavioural, socioeconomic, and environmental factors explain HIV prevalence at the individual- and sample-location level, by developing a series of multilevel multivariable logistic regression models and geospatially visualising unexplained model heterogeneity. National-level HIV prevalence for young adults ranged from 2.2% in Tanzania to 7.7% in Mozambique. However, at the subnational level, we found areas with prevalence among young adults as high as 11% or 15% alternating with areas with prevalence between 0% and 2%, suggesting the existence of areas with high levels of transmission Overall, 15.6% of heterogeneity could be explained by an interplay of known behavioural, socioeconomic, and environmental factors. Maps of the interpolated random effect estimates show that environmental variables, representing indicators of economic activity, were most powerful in explaining high-prevalence areas. Main study limitations were the inability to infer causality due to the cross-sectional nature of the surveys and the likely under-sampling of key populations in the surveys. CONCLUSIONS: We found that, among young adults, micro-epidemics of relatively high HIV prevalence alternate with areas of very low prevalence, clearly illustrating the existence of areas with high levels of transmission. These areas are partially characterised by high economic activity, relatively high socioeconomic status, and risky sexual behaviour. Localised HIV prevention interventions specifically tailored to the populations at risk will be essential to curb transmission. More fine-scale geospatial mapping of key populations,-such as sex workers and migrant populations-could help us further understand the drivers of these areas with high levels of transmission and help us determine how they fuel the generalised epidemics in SSA.",32142509
"Risk factors for HIV infection among married couples in Rakai, Uganda: a cross-sectional study.",Nabukenya AM; Nambuusi A; Matovu JKB,BMC infectious diseases,2020,10.1186/s12879-020-4924-0,"BACKGROUND: Although married couples can be at an elevated risk of HIV infection, few studies have explored the risk factors for HIV infection at the couple-level. We explored the risk factors for HIV infection among married couples in settings with differing HIV prevalence levels in Rakai, Uganda. METHODS: This was a cross-sectional study conducted among 664 heterosexual couples living in three HIV prevalence strata (low: 9-11.2%; medium: 11.4-20% or high HIV prevalence: 21-43%) in Rakai District, south-western Uganda, between November 2013 and February 2014. Data were collected on socio-demographic and behavioural characteristics from all consenting adults and aggregated to allow for couple-level analyses. We conducted bivariate and multivariable Logistic regression to assess the factors that were independently associated with HIV infection among married couples. Data were analysed using STATA statistical software (version 14.1). RESULTS: Of the 664 couples, 6.4% (n = 42) were in HIV-discordant relationships; 5.8% (n = 39) were in concordant HIV-positive relationships while 87.8% (n = 583) were in concordant HIV-negative relationships. At the bivariate analysis, we found that residing in a high HIV prevalence stratum, reporting extra-marital relations, age difference between partners and number of previous marriages were significantly associated with being part of an HIV infected couple. After adjusting for potential cofounders, living in a high HIV prevalence stratum (Adjusted OR [AOR] =2.31, 95% CI: 1.52, 3.52), being in a third or higher order relationship (AOR = 3.80, 95% CI: 2.30, 6.28), and engagement in extra-marital relations (AOR = 1.75; 95% CI: 1.19, 2.59) were associated with couple HIV infection. Individuals that had stayed together for six or more years had 28% odds of being part of an HIV infected couple (AOR = 0.28; 95%CI: 0.18, 0.43). CONCLUSION: Living in a high HIV prevalence stratum, engagement in extra-marital relations and having a higher number of previous marriages were significant risk factors for HIV infection among married couples. Long marital duration was associated with reduced risk of HIV infection. Interventions that increase marital stability and those that promote pre-marital couples' HIV testing before marital formation can reduce HIV transmission risk among married couples in this setting.",32138696
High IL-5 levels possibly contributing to HIV viremia in virologic non-responders at one year after initiation of anti-retroviral therapy.,Shete A; Kurle S; Dhayarkar S; Patil A; Kulkarni S; Ghate M; Sangale S; Medhe U; Rajan S; Verma V; Gangakhedkar R,Microbial pathogenesis,2020,S0882-4010(19)32156-4,"Lack of viral monitoring in HIV infected patients on anti-retroviral therapy in low income countries may result in missing virologic non-responders (VNR) who show immunologic recovery in spite of unsuppressed viral replication. Biomarkers and drug resistance patterns in these discordant patients in comparison to the concordant treatment failure group need to be studied to understand possible risk factors associated with this condition. HIV infected patients on anti-retroviral therapy for one year were enrolled under three categories namely VNRs (n = 25), treatment failures (n = 18) and treatment responders (n = 40). They were assessed for HIV drug resistance by sequencing, plasma cytokines by luminex assay, T cell activation status by flow cytometry and total IgE levels by ELISA. VNR and failure patients had significantly lower median baseline CD4 counts than the responders. VNRs had significantly higher CD4 counts but lower viral load than treatment failures at one year of ART. VNRs had the highest eosinophil counts and the highest IL-5 levels among all the groups. IL-5 levels in them correlated with their viral load values. Frequency of Treg cells was also highest among the VNR group participants. More than 60% of the viremic patients irrespective of their groups harboured multiple HIV drug resistance mutations and mutation pattern did not differ between the groups. Low baseline CD4 counts and presence of multiple drug resistance mutations in the viremic groups highlighted the importance of early ART initiation and viral load monitoring irrespective of presence of immunologic failure. High IL-5 levels in VNR group indicated a need for investigating causal relationship between IL-5 and viral replication to devise therapeutic strategies to control viremia.",32135221
Length of maternal schooling and children's risk of malaria infection: evidence from a natural experiment in Uganda.,Masuda K,BMJ global health,2020,10.1136/bmjgh-2019-001729,"INTRODUCTION: An estimated 216 million cases of malaria occurred worldwide every year. Cross-sectional studies have reported negative association between maternal education and child malaria risks; however, no randomised trial or quasi-experimental study using a natural experiment has confirmed a causal relationship between these two factors. I used the free primary education reform in Uganda to assess the causal effects of maternal schooling on children's risk of malaria infection. METHODS: Malaria biomarkers of children aged <5 years were collected from the 2009 and 2014 Uganda Malaria Indicator Surveys (n=5316). In 1997, the government eliminated tuition requirements in primary schools, which increased the educational attainment of the affected cohorts. Using exposure to the reform as an instrumental variable, I used a two-stage least squares approach to estimate the causal effects of maternal year of education on the probability that a child would contract malaria at the time of the survey. I also evaluated the cost-effectiveness of primary schooling as a malaria control intervention. RESULTS: One extra year of maternal education reduced children's risk of malaria infection by 7.5 percentage points (p=0.057) from baseline (34.9%). The length of maternal education was also positively associated with insecticide-treated bednet usage by their children. The results were robust to a variety of sensitivity tests. Primary schooling for women was a cost-effective intervention to reduce children's malaria infection. CONCLUSION: Improving access to primary education could be a cost-effective measure to reduce malaria prevalence among children of educated mothers aged <5 years in malaria-endemic countries.",32133186
